Code,Name,Sector,Exchange,CCY,CurrentPrice,MarketCap(Billions),TargetPrice,As_of_Date
1816.HK,CGN POWER,Utilities,HKG,HKD,2.01,150.597042176,,2022-06-03
2380.HK,CHINA POWER,Utilities,HKG,HKD,4.11,44.525273088,,2022-06-03
2638.HK,HKELECTRIC-SS,Utilities,HKG,HKD,7.65,67.596935168,,2022-06-03
2688.HK,ENN ENERGY,Utilities,HKG,HKD,119.2,134.7115008,,2022-06-03
3633.HK,ZHONGYU ENERGY,Utilities,HKG,HKD,7.2,20.403574784,,2022-06-03
3868.HK,XINYI ENERGY,Utilities,HKG,HKD,4.41,31.355099136,,2022-06-03
0008.HK,PCCW,Telecommunications,HKG,HKD,4.31,33.314748416,,2022-06-03
0215.HK,HUTCHTEL HK,Telecommunications,HKG,HKD,1.34,6.457594368,,2022-06-03
0728.HK,CHINA TELECOM,Telecommunications,HKG,HKD,2.77,464.689659904,,2022-06-03
0762.HK,CHINA UNICOM,Telecommunications,HKG,HKD,3.68,112.601014272,,2022-06-03
0788.HK,CHINA TOWER,Telecommunications,HKG,HKD,0.94,165.44751616,,2022-06-03
0941.HK,CHINA MOBILE,Telecommunications,HKG,HKD,50.6,1036.060327936,,2022-06-03
1310.HK,HKBN,Telecommunications,HKG,HKD,10.02,13.142233088,,2022-06-03
1883.HK,CITIC TELECOM,Telecommunications,HKG,HKD,2.66,9.796301824,,2022-06-03
6823.HK,HKT-SS,Telecommunications,HKG,HKD,10.82,81.969504256,,2022-06-03
0144.HK,CHINA MER PORT,Industrials,HKG,HKD,15.18,57.46571264,,2022-06-03
0148.HK,KINGBOARD HLDG,Industrials,HKG,HKD,38.25,42.296467456,,2022-06-03
0152.HK,SHENZHEN INT'L,Industrials,HKG,HKD,7.59,17.201598464,,2022-06-03
0177.HK,JIANGSU EXPRESS,Industrials,HKG,HKD,8.0,49.75880192,,2022-06-03
0316.HK,OOIL,Industrials,HKG,HKD,266.4,175.92336384,,2022-06-03
0489.HK,DONGFENG GROUP,Industrials,HKG,HKD,6.27,54.023073792,,2022-06-03
0558.HK,LK TECH,Industrials,HKG,HKD,12.86,17.700374528,,2022-06-03
0576.HK,ZHEJIANGEXPRESS,Industrials,HKG,HKD,6.83,29.663442944,,2022-06-03
0586.HK,CONCH VENTURE,Industrials,HKG,HKD,19.74,36.060438528,,2022-06-03
0631.HK,SANY INT'L,Industrials,HKG,HKD,7.76,24.475815936,,2022-06-03
0636.HK,KERRY LOG NET,Industrials,HKG,HKD,18.2,32.893042688,,2022-06-03
0658.HK,C TRANSMISSION,Industrials,HKG,HKD,4.48,7.326098944,,2022-06-03
0819.HK,TIANNENG POWER,Industrials,HKG,HKD,7.34,8.26572032,,2022-06-03
0868.HK,XINYI GLASS,Industrials,HKG,HKD,20.35,81.779736576,,2022-06-03
0968.HK,XINYI SOLAR,Industrials,HKG,HKD,13.88,123.40375552,,2022-06-03
1052.HK,YUEXIUTRANSPORT,Industrials,HKG,HKD,5.02,8.39926272,,2022-06-03
1157.HK,ZOOMLION,Industrials,HKG,HKD,4.77,69.229871104,,2022-06-03
1196.HK,REALORD GROUP,Industrials,HKG,HKD,8.6,12.38150656,,2022-06-03
1199.HK,COSCO SHIP PORT,Industrials,HKG,HKD,6.16,20.422248448,,2022-06-03
1308.HK,SITC,Industrials,HKG,HKD,29.8,79.92717312,,2022-06-03
1478.HK,Q TECH,Industrials,HKG,HKD,5.4,6.382746112,,2022-06-03
1766.HK,CRRC,Industrials,HKG,HKD,3.12,179.949109248,,2022-06-03
1882.HK,HAITIAN INT'L,Industrials,HKG,HKD,20.75,33.11699968,,2022-06-03
1888.HK,KB LAMINATES,Industrials,HKG,HKD,13.58,42.369601536,,2022-06-03
1919.HK,COSCO SHIP HOLD,Industrials,HKG,HKD,13.98,317.464838144,,2022-06-03
2018.HK,AAC TECH,Industrials,HKG,HKD,17.32,20.931219456,,2022-06-03
2039.HK,CIMC,Industrials,HKG,HKD,12.86,55.25813248,,2022-06-03
2057.HK,ZTO EXPRESS-SW,Industrials,HKG,HKD,205.6,170.0573184,,2022-06-03
2208.HK,GOLDWIND,Industrials,HKG,HKD,12.72,68.569829376,,2022-06-03
2338.HK,WEICHAI POWER,Industrials,HKG,HKD,12.12,143.303245824,,2022-06-03
2343.HK,PACIFIC BASIN,Industrials,HKG,HKD,4.05,19.487911936,,2022-06-03
2357.HK,AVICHINA,Industrials,HKG,HKD,4.41,34.006964224,,2022-06-03
2382.HK,SUNNY OPTICAL,Industrials,HKG,HKD,121.2,132.93821952,,2022-06-03
2618.HK,JD LOGISTICS,Industrials,HKG,HKD,15.16,93.738524672,,2022-06-03
2727.HK,SH ELECTRIC,Industrials,HKG,HKD,1.99,69.872082944,,2022-06-03
3339.HK,LONKING,Industrials,HKG,HKD,2.02,8.645801984,,2022-06-03
3800.HK,GCL TECH,Industrials,HKG,HKD,2.81,76.148187136,,2022-06-03
3808.HK,SINOTRUK,Industrials,HKG,HKD,11.46,31.64094464,,2022-06-03
3898.HK,TIMES ELECTRIC,Industrials,HKG,HKD,35.1,82.132590592,,2022-06-03
6865.HK,FLAT GLASS,Industrials,HKG,HKD,31.95,106.72386048,,2022-06-03
9956.HK,ANE,Industrials,HKG,HKD,3.94,4.580683776,,2022-06-03
0189.HK,DONGYUE GROUP,Materials,HKG,HKD,9.69,21.852790784,,2022-06-03
0297.HK,SINOFERT,Materials,HKG,HKD,1.29,9.061553152,,2022-06-03
0338.HK,SHANGHAI PECHEM,Materials,HKG,HKD,1.55,37.668872192,,2022-06-03
0358.HK,JIANGXI COPPER,Materials,HKG,HKD,12.54,74.943299584,,2022-06-03
0486.HK,RUSAL,Materials,HKG,HKD,3.46,54.167339008,,2022-06-03
0581.HK,CHINA ORIENTAL,Materials,HKG,HKD,2.09,7.780170752,,2022-06-03
0826.HK,TIANGONG INT'L,Materials,HKG,HKD,2.61,7.294949888,,2022-06-03
0990.HK,THEME INT'L,Materials,HKG,HKD,1.12,15.087855616,,2022-06-03
1208.HK,MMG,Materials,HKG,HKD,3.26,28.163432448,,2022-06-03
1258.HK,CHINFMINING,Materials,HKG,HKD,4.44,16.601337856,,2022-06-03
1378.HK,CHINAHONGQIAO,Materials,HKG,HKD,9.72,88.65951744,,2022-06-03
1772.HK,GANFENGLITHIUM,Materials,HKG,HKD,95.5,180.244791296,,2022-06-03
1787.HK,SD GOLD,Materials,HKG,HKD,13.68,101.47536896,,2022-06-03
1818.HK,ZHAOJIN MINING,Materials,HKG,HKD,6.83,22.336763904,,2022-06-03
1907.HK,CHINA RISUN GP,Materials,HKG,HKD,3.8,16.871999488,,2022-06-03
2099.HK,CHINAGOLDINTL,Materials,HKG,HKD,25.55,10.239187968,,2022-06-03
2314.HK,LEE & MAN PAPER,Materials,HKG,HKD,3.79,16.414073856,,2022-06-03
2362.HK,JINCHUAN INTL,Materials,HKG,HKD,0.83,10.466215936,,2022-06-03
2600.HK,CHALCO,Materials,HKG,HKD,3.54,93.882925056,,2022-06-03
2689.HK,ND PAPER,Materials,HKG,HKD,6.95,32.610926592,,2022-06-03
2899.HK,ZIJIN MINING,Materials,HKG,HKD,10.34,339.975077888,,2022-06-03
3993.HK,CMOC,Materials,HKG,HKD,3.83,132.708737024,,2022-06-03
6616.HK,GLOBAL NEW MAT,Materials,HKG,HKD,4.43,5.279496704,,2022-06-03
0386.HK,SINOPEC CORP,Energy,HKG,HKD,3.73,595.76680448,,2022-06-03
0467.HK,UNITEDENERGY GP,Energy,HKG,HKD,1.19,31.28498176,,2022-06-03
0639.HK,SHOUGANG RES,Energy,HKG,HKD,3.65,18.439217152,,2022-06-03
0857.HK,PETROCHINA,Energy,HKG,HKD,4.15,1250.747744256,,2022-06-03
0883.HK,CNOOC,Energy,HKG,HKD,12.04,537.55592704,,2022-06-03
0934.HK,SINOPEC KANTONS,Energy,HKG,HKD,2.65,6.58832384,,2022-06-03
1088.HK,CHINA SHENHUA,Energy,HKG,HKD,26.25,720.470605824,,2022-06-03
1171.HK,YANKUANG ENERGY,Energy,HKG,HKD,26.45,195.705143296,,2022-06-03
1898.HK,CHINA COAL,Energy,HKG,HKD,7.27,141.570162688,,2022-06-03
2798.HK,PER ENERGY,Energy,HKG,HKD,1.54,2.464,,2022-06-03
2883.HK,CHINA OILFIELD,Energy,HKG,HKD,9.22,89.102082048,,2022-06-03
3899.HK,CIMC ENRIC,Energy,HKG,HKD,8.18,16.54053376,,2022-06-03
BS6.SI,YANGZIJIANG SHIPBLDG HLDGS LTD,Industrials,SGX,SGD,1.0,4.0,,2022-06-03
A17U.SI,ASCENDAS REAL ESTATE INV TRUST,Real Estate,SGX,SGD,2.83,10.1,,2022-06-03
D01.SI,DFI RETAIL GROUP HOLDINGS LIMITED,Consumer Staples,SGX,USD,2.85,5.1,,2022-06-03
U96.SI,SEMBCORP INDUSTRIES LTD,Industrials,SGX,SGD,2.82,5.0,,2022-06-03
BUOU.SI,FRASERS LOGISTICS & COMMERCIAL TRUST,Real Estate,SGX,SGD,1.35,4.6,,2022-06-03
C52.SI,COMFORTDELGRO CORPORATION LTD,Industrials,SGX,SGD,1.45,3.1,,2022-06-03
M44U.SI,MAPLETREE LOGISTICS TRUST,Real Estate,SGX,SGD,1.67,6.7,,2022-06-03
C09.SI,CITY DEVELOPMENTS LIMITED,Real Estate,SGX,SGD,8.27,7.5,,2022-06-03
C38U.SI,CAPITALAND INTEGRATED COMM TR,Real Estate,SGX,SGD,2.22,14.2,,2022-06-03
V03.SI,VENTURE CORPORATION LIMITED,Information Technology,SGX,SGD,17.93,5.1,,2022-06-03
BN4.SI,KEPPEL CORPORATION LIMITED,Industrials,SGX,SGD,6.87,12.4,,2022-06-03
ME8U.SI,MAPLETREE INDUSTRIAL TRUST,Real Estate,SGX,SGD,2.5,5.5,,2022-06-03
F34.SI,WILMAR INTERNATIONAL LIMITED,Consumer Staples,SGX,SGD,4.2,26.3,,2022-06-03
C6L.SI,SINGAPORE AIRLINES LTD,Industrials,SGX,SGD,5.47,16.1,,2022-06-03
9CI.SI,CAPITALAND INVESTMENT LIMITED,Real Estate,SGX,SGD,3.89,20.0,,2022-06-03
G13.SI,GENTING SINGAPORE LIMITED,Consumer Discretionary,SGX,SGD,0.78,9.3,,2022-06-03
Y92.SI,THAI BEVERAGE PUBLIC CO LTD,Consumer Staples,SGX,SGD,0.685,17.1,,2022-06-03
N2IU.SI,MAPLETREE COMMERCIAL TRUST,Real Estate,SGX,SGD,1.79,6.0,,2022-06-03
O39.SI,OVERSEA-CHINESE BANKING CORP,Financials,SGX,SGD,11.86,49.8,,2022-06-03
J36.SI,JARDINE MATHESON HLDGS LTD,Industrials,SGX,USD,57.43,55.2,,2022-06-03
C07.SI,JARDINE CYCLE & CARRIAGE LTD,Consumer Discretionary,SGX,SGD,29.87,11.9,,2022-06-03
S58.SI,SATS LTD.,Industrials,SGX,SGD,4.09,4.5,,2022-06-03
S68.SI,SINGAPORE EXCHANGE LIMITED,Financials,SGX,SGD,9.7,10.3,,2022-06-03
U14.SI,UOL GROUP LIMITED,Real Estate,SGX,SGD,7.36,6.2,,2022-06-03
Z74.SI,SINGTEL,Communication Services,SGX,SGD,2.57,41.8,,2022-06-03
AJBU.SI,KEPPEL DC REIT,Real Estate,SGX,SGD,2.04,3.3,,2022-06-03
U11.SI,UNITED OVERSEAS BANK LTD,Financials,SGX,SGD,28.73,47.5,,2022-06-03
S63.SI,SINGAPORE TECH ENGINEERING LTD,Industrials,SGX,SGD,4.1,12.8,,2022-06-03
H78.SI,HONGKONG LAND HOLDINGS LIMITED,Real Estate,SGX,USD,5.13,16.1,,2022-06-03
D05.SI,DBS GROUP HOLDINGS LTD,Financials,SGX,SGD,30.71,79.1,,2022-06-03
